,Title,Date,From Airport,To Airport,Stops,Total Duration [Hours],Economy Flex [JOD],Business Plus [JOD],0_takeoff-location,0_takeoff-loc,0_landing-location,0_landing-loc,0_departure-time,0_arrival-time,0_flight-duration [Hours],1_stop-duration [Hours],2_takeoff-location,2_takeoff-loc,2_landing-location,2_landing-loc,2_departure-time,2_arrival-time,2_flight-duration [Hours],Economy Plus [JOD]
75,Amman - San Francisco, Friday 18 August,Queen Alia (AMM),San Francisco International (SFO),1,38.88,1994.85,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.7,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
76,Amman - San Francisco, Saturday 19 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1979.85,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
77,Amman - San Francisco, Saturday 19 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1979.85,,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
78,Amman - San Francisco, Saturday 19 August,Queen Alia (AMM),San Francisco International (SFO),1,24.22,1979.85,,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,7.03,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
79,Amman - San Francisco, Saturday 19 August,Queen Alia (AMM),San Francisco International (SFO),1,30.9,1979.85,,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.63,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
80,Amman - San Francisco, Saturday 19 August,Queen Alia (AMM),San Francisco International (SFO),1,38.88,1979.85,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.7,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
81,Amman - San Francisco, Sunday 20 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1979.85,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
82,Amman - San Francisco, Sunday 20 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1979.85,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
83,Amman - San Francisco, Sunday 20 August,Queen Alia (AMM),San Francisco International (SFO),1,24.22,1392.85,,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,7.03,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
84,Amman - San Francisco, Sunday 20 August,Queen Alia (AMM),San Francisco International (SFO),1,30.9,1392.85,,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.63,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
85,Amman - San Francisco, Sunday 20 August,Queen Alia (AMM),San Francisco International (SFO),1,38.88,1979.85,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.7,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
86,Amman - San Francisco, Monday 21 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1979.85,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
87,Amman - San Francisco, Monday 21 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1979.85,2017.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
88,Amman - San Francisco, Monday 21 August,Queen Alia (AMM),San Francisco International (SFO),1,24.22,1392.85,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,7.03,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
89,Amman - San Francisco, Monday 21 August,Queen Alia (AMM),San Francisco International (SFO),1,30.9,1392.85,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.63,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
90,Amman - San Francisco, Tuesday 22 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1979.85,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
91,Amman - San Francisco, Tuesday 22 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1979.85,2017.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
92,Amman - San Francisco, Wednesday 23 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1979.85,2017.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
93,Amman - San Francisco, Wednesday 23 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1392.85,2017.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
94,Amman - San Francisco, Thursday 24 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1994.85,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
95,Amman - San Francisco, Thursday 24 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1994.85,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
96,Amman - San Francisco, Friday 25 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1407.85,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
97,Amman - San Francisco, Friday 25 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1994.85,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
98,Amman - San Francisco, Friday 25 August,Queen Alia (AMM),San Francisco International (SFO),1,38.88,1407.85,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.7,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
99,Amman - San Francisco, Saturday 26 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1392.85,2017.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
100,Amman - San Francisco, Saturday 26 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1979.85,2017.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
101,Amman - San Francisco, Saturday 26 August,Queen Alia (AMM),San Francisco International (SFO),1,24.22,1392.85,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,7.03,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
102,Amman - San Francisco, Saturday 26 August,Queen Alia (AMM),San Francisco International (SFO),1,30.9,1392.85,2017.15,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.63,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
103,Amman - San Francisco, Saturday 26 August,Queen Alia (AMM),San Francisco International (SFO),1,38.88,1392.85,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.7,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
104,Amman - San Francisco, Sunday 27 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1366.85,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
105,Amman - San Francisco, Sunday 27 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1366.85,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
106,Amman - San Francisco, Sunday 27 August,Queen Alia (AMM),San Francisco International (SFO),1,24.22,1145.55,,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,7.03,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
107,Amman - San Francisco, Sunday 27 August,Queen Alia (AMM),San Francisco International (SFO),1,30.9,1145.55,,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.63,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
108,Amman - San Francisco, Sunday 27 August,Queen Alia (AMM),San Francisco International (SFO),1,38.88,1366.85,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.7,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
109,Amman - San Francisco, Monday 28 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1366.85,2017.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
110,Amman - San Francisco, Monday 28 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1979.85,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
111,Amman - San Francisco, Monday 28 August,Queen Alia (AMM),San Francisco International (SFO),1,24.22,1137.55,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,7.03,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
112,Amman - San Francisco, Monday 28 August,Queen Alia (AMM),San Francisco International (SFO),1,30.9,1137.55,2017.15,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.63,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
113,Amman - San Francisco, Tuesday 29 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1145.55,2017.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
114,Amman - San Francisco, Tuesday 29 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1979.85,2017.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
115,Amman - San Francisco, Wednesday 30 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1145.55,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
116,Amman - San Francisco, Wednesday 30 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1366.85,,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
117,Amman - San Francisco, Thursday 31 August,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1381.85,2032.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
118,Amman - San Francisco, Thursday 31 August,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1407.85,2032.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
119,Amman - San Francisco, Friday 01 September,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1994.85,2032.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
120,Amman - San Francisco, Friday 01 September,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1994.85,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
121,Amman - San Francisco, Saturday 02 September,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1979.85,2017.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
122,Amman - San Francisco, Sunday 03 September,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1366.85,2017.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
123,Amman - San Francisco, Sunday 03 September,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1392.85,,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
124,Amman - San Francisco, Sunday 03 September,Queen Alia (AMM),San Francisco International (SFO),1,30.9,1137.55,2017.15,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.63,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
125,Amman - San Francisco, Sunday 03 September,Queen Alia (AMM),San Francisco International (SFO),1,38.88,1366.85,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.7,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
126,Amman - San Francisco, Monday 04 September,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1145.55,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
127,Amman - San Francisco, Monday 04 September,Queen Alia (AMM),San Francisco International (SFO),1,24.22,1137.55,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,7.03,O Hare International,ORD,San Francisco International,SFO,13:52,16:28,4.6,
128,Amman - San Francisco, Monday 04 September,Queen Alia (AMM),San Francisco International (SFO),1,30.9,1137.55,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.63,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
129,Amman - San Francisco, Tuesday 05 September,Queen Alia (AMM),San Francisco International (SFO),1,21.57,1145.55,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.3,O Hare International,ORD,San Francisco International,SFO,20:28,23:09,4.68,
130,Amman - San Francisco, Tuesday 05 September,Queen Alia (AMM),San Francisco International (SFO),1,22.67,1145.55,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,4.17,John F. Kennedy International,JFK,San Francisco International,SFO,21:15,00:55,6.67,
131,Amman - San Francisco, Wednesday 06 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,1137.55,2017.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,
132,Amman - San Francisco, Wednesday 06 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,1137.55,2017.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,
133,Amman - San Francisco, Thursday 07 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,1381.85,,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,
134,Amman - San Francisco, Thursday 07 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,1160.55,2032.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
135,Amman - San Francisco, Friday 08 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,1152.55,2032.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,
136,Amman - San Francisco, Friday 08 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,1152.55,2032.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
137,Amman - San Francisco, Friday 08 September,Queen Alia (AMM),San Francisco International (SFO),1,35.43,1152.55,2032.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,18.17,O Hare International,ORD,San Francisco International,SFO,10:20,13:01,4.68,
138,Amman - San Francisco, Friday 08 September,Queen Alia (AMM),San Francisco International (SFO),1,38.73,1152.55,2032.15,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.48,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,
139,Amman - San Francisco, Saturday 09 September,Queen Alia (AMM),San Francisco International (SFO),1,20.77,1137.55,2017.15,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,3.5,O Hare International,ORD,San Francisco International,SFO,10:20,13:01,4.68,
140,Amman - San Francisco, Saturday 09 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,1137.55,2017.15,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,
141,Amman - San Francisco, Saturday 09 September,Queen Alia (AMM),San Francisco International (SFO),1,24.07,1137.55,2017.15,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,6.82,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,
142,Amman - San Francisco, Saturday 09 September,Queen Alia (AMM),San Francisco International (SFO),1,38.73,1137.55,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.48,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,
143,Amman - San Francisco, Sunday 10 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,849.55,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
144,Amman - San Francisco, Sunday 10 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,941.55,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
145,Amman - San Francisco, Sunday 10 September,Queen Alia (AMM),San Francisco International (SFO),1,24.07,849.55,,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,6.82,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,
146,Amman - San Francisco, Sunday 10 September,Queen Alia (AMM),San Francisco International (SFO),1,30.92,849.55,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.67,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
147,Amman - San Francisco, Sunday 10 September,Queen Alia (AMM),San Francisco International (SFO),1,38.73,941.55,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.48,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,
148,Amman - San Francisco, Monday 11 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,814.05,1932.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
149,Amman - San Francisco, Monday 11 September,Queen Alia (AMM),San Francisco International (SFO),1,24.07,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,6.82,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,
150,Amman - San Francisco, Monday 11 September,Queen Alia (AMM),San Francisco International (SFO),1,30.92,814.05,1932.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,13.67,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
151,Amman - San Francisco, Tuesday 12 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,
152,Amman - San Francisco, Wednesday 13 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,630.05
153,Amman - San Francisco, Wednesday 13 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,814.05,1932.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
154,Amman - San Francisco, Thursday 14 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,
155,Amman - San Francisco, Thursday 14 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,829.05,1947.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
156,Amman - San Francisco, Friday 15 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,829.05,1947.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
157,Amman - San Francisco, Friday 15 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
158,Amman - San Francisco, Friday 15 September,Queen Alia (AMM),San Francisco International (SFO),1,35.43,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,18.17,O Hare International,ORD,San Francisco International,SFO,10:20,13:01,4.68,
159,Amman - San Francisco, Friday 15 September,Queen Alia (AMM),San Francisco International (SFO),1,38.73,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.48,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,
160,Amman - San Francisco, Saturday 16 September,Queen Alia (AMM),San Francisco International (SFO),1,20.77,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,3.5,O Hare International,ORD,San Francisco International,SFO,10:20,13:01,4.68,742.05
161,Amman - San Francisco, Saturday 16 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
162,Amman - San Francisco, Saturday 16 September,Queen Alia (AMM),San Francisco International (SFO),1,24.07,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,6.82,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,742.05
163,Amman - San Francisco, Sunday 17 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
164,Amman - San Francisco, Sunday 17 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,1290.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
165,Amman - San Francisco, Monday 18 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
166,Amman - San Francisco, Tuesday 19 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,530.05
167,Amman - San Francisco, Wednesday 20 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,530.05
168,Amman - San Francisco, Wednesday 20 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
169,Amman - San Francisco, Thursday 21 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,630.05
170,Amman - San Francisco, Thursday 21 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
171,Amman - San Francisco, Friday 22 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,829.05,1947.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
172,Amman - San Francisco, Friday 22 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,742.05
173,Amman - San Francisco, Friday 22 September,Queen Alia (AMM),San Francisco International (SFO),1,35.43,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,18.17,O Hare International,ORD,San Francisco International,SFO,10:20,13:01,4.68,742.05
174,Amman - San Francisco, Friday 22 September,Queen Alia (AMM),San Francisco International (SFO),1,38.73,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.48,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,742.05
175,Amman - San Francisco, Saturday 23 September,Queen Alia (AMM),San Francisco International (SFO),1,20.77,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,3.5,O Hare International,ORD,San Francisco International,SFO,10:20,13:01,4.68,742.05
176,Amman - San Francisco, Saturday 23 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,630.05
177,Amman - San Francisco, Saturday 23 September,Queen Alia (AMM),San Francisco International (SFO),1,24.07,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,6.82,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,742.05
178,Amman - San Francisco, Sunday 24 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
